Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
18176747,The Hard Thing About Hard Things: Building a Business When There Are No Easy Answers―Straight Talk on the Challenges of Entrepreneurship,Ben Horowitz,"Horowitz, Ben",,"=""0062273205""","=""9780062273208""",0,4.20,Harper Business,Hardcover,304,2014,2014,,2025/03/04,to-read,to-read (#288),to-read,,,,0,0
9555,The Elephant Vanishes,Haruki Murakami,"Murakami, Haruki","Jay Rubin, Alfred Birnbaum","=""""","=""""",3,3.82,Vintage,Paperback,327,1994,1993,2025/02/09,2020/12/23,,,read,"<b>A thing's too close, and you miss it.</b><br/><br/>The perfect book to play Murakami bingo with—cats, beautifully formed ears, deep holes/wells, lonesome main characters. This was a short story collection with a few Murakami classics (e.g. the short story version of WUBC) + a few more obscure ones (like the titular ""The Elephant Vanishes"").<br/><br/>Maybe I just wasn't in the mood for Murakami at the moment, but most of these did not strike a chord with me as they usually do. These stories were still a lovely joy to get through, but unfortunately not much resonated. This little book just offered a brief escape into Murakami's perfectly balanced literary world, as always.<br/><br/>------------------------------------------------------------------<br/><br/>""Sleep""<br/><br/><i>Maybe death is a kind of rest, but reasoning can’t tell us that. The only way to find out what death is is to die. Death can be anything at all.</i><br/><br/>""Barn Burning""<br/><br/><i>A thing's too close, and you miss it.</i><br/><br/>""The Silence""<br/><br/><i>One of the things I like about boxing is the depth. That’s what grabbed me. Compared to that, hitting and getting his is no big deal. That’s only the outcome. The same with winning or losing. If you could get to the bottom of the depth, losing doesn’t matter—nothing can hurt you.<br/><br/>If you make the effort, you get back what you put in.</i>",,,1,0
62971594,Tell Me Everything,Minka Kelly,"Kelly, Minka",,"=""1250852064""","=""9781250852069""",5,4.31,Henry Holt and Co.,Hardcover,288,2023,2023,2024/08/14,2024/08/21,,,read,"5 stars purely out of respect for the sheer amount of SH*T that this woman has been through. <br/><br/>Absolutely ghostwritten & amateurish at times, yes. But ... it's still got that same kind of heartwrenching power as <i>A Little Life</i>. Except this story is actually true.",,,1,0
66863,Only the Paranoid Survive: How to Exploit the Crisis Points that Challenge Every Company and Career,Andrew S. Grove,"Grove, Andrew S.",,"=""1861975139""","=""9781861975133""",4,3.97,Profile Business,Paperback,224,1998,1996,2024/08/21,2024/07/21,,,read,"<i>""The greatest danger is in standing still.""</i><br/><br/>Four stars just because the title of this book is all you really need to read. Facts asf.<br/><br/>The rest of the book was full of some outdated fluff from Intel's pre-2000s rise, told from the CEO's POV. (Crazy. Before iPhones & WiFi & Airpods & TikTok and all that ...) But still a few gems of how to act as a leader, told through dated but still interesting anecdotes.<br/><br/>-----------------------------------------------------<br/><br/><i>""In technology, whatever </i>can<i> be done </i>will <i>be done.""</i><br/><br/><i>""The sad news is, nobody owes you a career. Your career is </i>literally<i> your business. You own it as a sole proprietor.""</i><br/><br/><i>""Businesspeople are not just managers, they are also human. They have emotions""</i><br/><br/><i>""Put all of your eggs in one basket, and watch that basket.""</i>",,,1,0
6900,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",Mitch Albom,"Albom, Mitch",,"=""""","=""""",4,4.21,Warner,Paperback,210,2000,1997,2024/08/16,2024/08/21,,,read,"<b>""When you learn how to die, you learn how to live.""</b><br/><br/>Beautiful, tenderly told story of how to live life and, more importantly, grapple with death. Touches heartstrings for how authentic it seems.<br/><br/>But idk man. This was maybe just not for me. Too straightforward & forced down your throat. I still liked <i>The Five People You Meet in Heaven</i> a little better.<br/><br/>-----------------------<br/><i><br/>""I traded lots of dreams for a bigger paycheck. I never even realized I was doing it.""<br/><br/>""Love is the only rational act.""<br/><br/>""Death is as natural as life.""<br/></i>",,,1,0
52838315,Greenlights,Matthew McConaughey,"McConaughey, Matthew",,"=""0593139135""","=""9780593139134""",4,4.20,Crown,Hardcover,289,2020,2020,2022/08/05,2021/01/03,favorites,favorites (#21),read,"Wow never knew Matthew McConaughey was such a poet — listening to this as an audiobook was a highly-recommend-10/10 experience because he narrates the pulsing lilt of his own words in a such a unique and lively way. <br/><br/>Very much can see how this man has the worldliness/talent/genius to have won an Oscar, started his own production company, and also created his own music label — this book is filled with so many gems of wisdom and is such an exhilarating fun time.<br/><br/>Only docked a star (would have docked only .5 if Goodreads let me) because I really did not like the last section of the book where he signs off and tries desperately to tie this book into the present day (post-2020)... that writing seemed so stilted and unnatural, like a nice neat wrap-up forced onto him by the publisher. A bad, careless ending that defied the whole free-spirit point of the entire book.<br/><br/>Favorite quotes:<br/><br/>""Less impressed, more involved.""<br/><br/>""It is not about being right or wrong, it is about understanding each other...Take notes America!""",,,1,0
189989,Finite and Infinite Games: A Vision of Life as Play and Possibility,James P. Carse,"Carse, James P.",,"=""0345341848""","=""9780345341846""",5,3.73,Ballantine,Mass Market Paperback,180,1987,1986,2023/09/22,2021/06/30,favorites,favorites (#26),read,"<b>""A finite game is played for the purpose of winning, an infinite game for the purpose of continuing to play."" </b><br/><br/>Extraordinary. Such refined and logical reasoning to come to the most nonsensical yet true conclusions. It's so reassuring to hear that the most wonderful way, and the only truly logical way, of living is to approach life as an infinite game.<br/><br/>-------------------------------------------<br/><br/><i>""A finite game is played for the purpose of winning, an infinite game for the purpose of continuing to play."" <br/><br/>""To be serious is to press for a specified conclusion. To be playful is to allow for possibility whatever the cost to oneself.""<br/><br/>""If surprise is no longer possible, all play ceases. Surprise causes finite play to end. It is the reason for infinite play to continue.""<br/><br/>""To be prepared against surprise is to be trained. To be prepared for surprise is to be educated.""<br/><br/>""Power is always measured in units of comparison.""<br/><br/>""All the limits of finite play are self-limitations.""<br/><br/>""Only that which can change can continue.""<br/><br/>""The creative is found for anyone who is prepared for surprise.""<br/><br/>""True creators do not display their art so as to make it appear real. They display the real in a way that reveals it to be art.""<br/><br/>""Nature, to be commanded, must be obeyed.""</i><br/><br/><b>""Storytelling is not combative. It does not succeed or fail. Instead of placing one body of knowledge against another, storytellers invite us to return from knowledge to thinking.""</b><br/><i><br/>""Myths, told for their own sake, are not stories that have meanings, but stories that give meanings.""</i>",,,1,0
18143977,All the Light We Cannot See,Anthony Doerr,"Doerr, Anthony",,"=""1476746583""","=""9781476746586""",5,4.31,Scribner,Hardcover,531,2014,2014,2023/08/05,2022/05/30,favorites,favorites (#27),read,"Wow. This is a book that you will suck up greedily and try to finish all in one sitting. It reads like a beautiful painting. The right texture, the presence—you can really feel all the heart and energy put into this. Magical. True mastery of the craft. I accidentally sped through the entire thing in two days because I couldn't resist, but damn I wish I had given it more time just to let everything seep more beautifully into my mind and its subconscious. This book restores hope to a slower, purer form of life where everything is valued, and loved, just a bit more.<br/><br/>CHAPTER I<br/><br/>""<i>So how, children, does the brain, which lives without a spark of light, build for us a world full of light?</i>""<br/><br/>""Only through the hottest fires can purification be achieved.""<br/><br/><b>""You know the greatest lesson of history? It’s that history is whatever the victors say it is. Whoever wins, that’s who decides the history. We act in our own self-interest. Of course we do. Name me a person or a nation who does not. The trick is figuring out where your interests are.""</b><br/><br/>CHAPTER 4<br/><br/>""After a while, he is learning, even total darkness is not quite darkness.""<br/><br/>CHAPTER 5<br/><br/>""<i>A real diamond,</i> his father used to say, <i>is never entirely free of inclusions. A real diamond is never perfect.</i>""<br/><br/>""She remembers something her father said back in Paris, on the first night of the invasion, as they waited for a train. <i>Everyone is looking out for himself.</i>""<br/><br/>“<i>Do you know what happens, Etienne, when you drop a frog in a pot of boiling water? It jumps out. But do you know what happens when you put the frog in a pot of cool water and then slowly bring it to a boil? You know what happens then?</i> <i>The frog cooks.</i>”<br/><br/>CHAPTER 7<br/><br/>""The total entropy of any system, said Dr. Hauptmann, will decrease only if the entropy of another system will increase. <b>Nature demands symmetry.</b>""<br/><br/>""It strikes Werner just then as wondrously futile to build splendid buildings, to make music, to sing songs, to print huge books full of colorful birds in the face of the seismic, engulfing indifference of the world—what pretensions humans have! Why bother to make music when the silence and wind are so much larger?""<br/><br/>CHAPTER 10 <br/><br/>""<i>When I lost my sight, Werner, people said I was brave. When my father left, people said I was brave.</i> <b>But it is not bravery; I have no choice. I wake up and live my life.</b> <i>Don’t you do the same?</i>""<br/><br/>CHAPTER 12<br/><br/>""It is the obliviousness of our children that saves us.""",,,1,0
35959740,Circe,Madeline Miller,"Miller, Madeline",,"=""0316556343""","=""9780316556347""",5,4.22,"Little, Brown and Company",Hardcover,393,2018,2018,2023/04/21,2023/04/15,favorites,favorites (#25),read,"Excellent.<br/><br/>Perdita Weeks has such a beautiful voice. Madeline Miller is really a genius, such a rare and skilled worldbuilder. Myths/stories/morals really are eternal. <br/><br/><i>""Beneath the smooth, familiar face of things is another that waits to tear the world in two."" <br/><br/>""The fragility of mortals bred kindness, and good grace. They knew how to value friendship and an open hand.""<br/><br/>""But perhaps no parent can truly see their child. When we look we see only the mirror of our own faults.""<br/><br/>""I thought once that gods are the opposite of death. But I see now that they are more dead than anything, for they are unchanging and can hold nothing in their hands."" </i>",,,1,0
17333223,The Goldfinch,Donna Tartt,"Tartt, Donna",,"=""0316055433""","=""9780316055437""",5,3.96,"Little, Brown",Hardcover,771,2013,2013,2023/02/26,2023/02/12,favorites,favorites (#19),read,"Wow. Absolutely beautiful. All the secrets to life, and art, and love, and pain are in this book. Donna Tartt lives up to her ""literary genius"" label; words flow and shine in a way that I haven't seen from any other author. Audiobook experience was wonderful; David Pittu brings everything to life at exactly the right pace, really sucks you away. Can drag on at times (maybe the editor was too nice by not wanting to slash out the unneeded, even if well-written, descriptions), but still. Wow.<br/><br/><b>""Idolatry. Caring too much for objects can destroy you. Only, if you care for a thing enough, it takes on a life of its own, doesn't it? And isn't the whole point of things, beautiful things, that they connect you to some larger beauty? Those first images that crack your heart wide open and you spend the rest of your life chasing, or trying to recapture, in one way or another.""</b><br/>_____________<br/><br/>Long version:<br/><br/>Wow wow wow. Where to even begin. ""In every work of genius we recognize our own rejected thoughts; they come back to us with a certain alienated majesty."" Emerson was right when he said that. This book feels so close, an experience so connected to my own heart (and I'm sure hundreds of thousands of others). Crazy how that can happen, when it details the life of a very specific boy in a very specific environment that I would be lightyears from experiencing in my own reality. But still there were so many moments I had to rewind and bookmark because they felt too real: beautiful, universal truths written defiantly, matter-of-factly in the dirty grunge of the world and cruel life. <br/><br/>Donna Tartt must have had a very sensitive upbringing, where she was exposed to a great amount of experiences (many of those available only to those with extreme wealth) and was able to learn the fine art of appreciating art. That shines through in her writing. Only those who do not have to worry about eating their next meal, or making a desparate salary, have time to let themselves think about experiencing the sublime through art or literature or music. Thinking too much like that can be so, so dangerous—when the mind does not have hard, stupid work to do and is left to wander luxuriously, it often leads its owner to the psych ward. 10000000% the main character could belong in a psych ward, and Tartt writes too vividly to not at least know what it's like to have thoughts like these herself.<br/><br/>But still she does occupy herself with the good, honest, needed work of writing and presents us with this beautiful book. 10 years of her life, finished in only 14 days of mine. In this book was a complete, confident, shining world that she built—truly letting us see the world how she sees it, without the distractions and confusions of someone who isn't as sure or settled spiritually into their own worldview as she most magnificently is. Everything feels right and natural, full of life. Tackling the same themes as David Foster Wallace, or David Lynch, or John Steinbeck, or Haruki Murakami, or anyone else who gets to the heart of balance and equilibrium and nirvana in life. Maybe I'm cherry-picking and letting my own reality get distorted by a strange faith in ""The Way,"" or some kind of big power in the universe, but this book reflects everything perfectly and, most importantly, beautifully. I loved it.<br/><br/><i> Part I - Ch 1 </i><br/>""They want it all as detailed as possible, because whenever you see flies, or insects in a still life—a wilted petal, a black spot on the apple, the painter is giving you a secret message. He's telling you that living things don't last. It's all temporary. Death, in life.""<br/><br/><i> Part I - Ch 4 </i><br/>""What mattered more was the feeling. A rich, sweet undertone so demanding that in class, on the schoolbus, lying in bed trying to think of something safe, or pleasant, some environment or configuration where my chest wasn't tight with anxiety. All I had to do was sink into the bloodwarm current and let myself spin away to the secret place where everything was alright."" <br/><br/><i> Part II - Ch 5 </i><br/>""The mass of men lead lives of quiet desperation. A stereotyped but unconscious despair is concealed, even under what are called the gains and amusements of mankind."" <br/><br/><i> Part II - Ch 6 </i><br/>""And though, in the clockless, temperature-controlled casino night, words like ""day"" and ""Christmas"" were fairly meaningless constructs, happiness, amidst the loudly clinked glasses didn't seem quite such a doomed or fatal idea.""<br/><br/><i> Part III - Ch 7 </i><br/>""We are so accustomed to disguise ourselves to others, that in the end, we become disguised to ourselves."" - François de La Rochefoucauld<br/><br/><i> Part IV - Ch 9 </i><br/>""Objective value, list value, was meaningless. If a customer came in clueless with money in hand, as most of them did, it didn't matter what the book said, what the expert said, what similar items at Christie's had recently gone for. An object, any object, was worth whatever you could get someone to pay for it.""<br/><br/>""When selling a piece, talking it up (as opposed to sitting back and permitting the unwary to wander into my trap) was a game: to size up a customer and figure out the image they wanted to project. Not so much the people they were—know-it-all decorator, New Jersey housewife, self-conscious gay man—as the people they wanted to be. Even on the highest levels it was all smoke and mirrors.""<br/><br/><i> Part IV - Ch 10 </i><br/>""And it was awful to learn, by having it so suddenly vanish from under me, that all my adult life I'd been privately sustained by a great, hidden, savage joy—the conviction that my whole life was balanced atop a secret that might, at any moment, blow it apart.""<br/><br/>""What you want, to live and be happy in the world, is a woman who has her own life, and lets you have yours.""<br/><br/>""To understand the world at all, sometimes you could only focus on a tiny bit of it, look very hard at what was close to hand, and make it stand in for the whole."" <br/><br/><i> Part V - Ch 11 </i><br/>""We have art in order not to die from the truth."" - Nietzsche<br/><br/>""And in whatever wink of consciousness that remained to me, I felt I understood the secret grandeur of dying. All the knowledge held back from all humankind until the very end. No pain, no fear, magnificent detachment. Lying in state upon the death barge, and receding into grand immensities like an emperor. Gone. Gone. Observing all the distant scurriers on shore. Freed from all the old human pettiness of love, and fear, and grief. And death."" <br/><br/><i> Part V - Ch 12 </i><br/>""It's never the way it seems—all good, all bad. So much easier if it was.""<br/><br/>""Because, what I am trying to say, what I was thinking in the car from Antwerp last night—good doesn't always follow from good deeds. Nor bad deeds result from bad, does it. Even the wise and good cannot see the end of all actions. Scary idea."" <br/><br/>""Why be good? But—this is what took hold of me last night driving here in the car: what if more complicated than that? What if maybe opposite was true as well? Because if bad can sometimes come from good actions, where does it ever say anywhere that only bad can come from bad actions? Maybe sometimes the wrong way is the right way? You can take the wrong path and it still comes out where you want to be?""<br/><br/>""Well, I have to say I personally have never drawn such a sharp line between good and bad as you. For me, that line is often false. The two are never disconnected. One can't exist without the other."" <br/><br/>""As long as I am acting out of love I feel I am doing best I know how."" <br/><br/>""You don't need a point. The point is maybe that the point is too big to see or work around to on our own."" <br/><br/>""The reason I'd liked Boris, and felt happy around him from almost the moment I'd met him, is that he was never afraid. You didn't meet many people who moved freely through the world with such a vigorous contempt for it. And, at the same time, such oddball and unthwartable faith in what, in childhood, he had liked to call 'the planet of Earth.'""<br/><br/>""You know what Picasso says: 'Bad artists copy, good artists steal.' Still, with real greatness there's a jolt at the end of the wire. It doesn't matter how often you grab hold of the line, or how many people have grabbed hold of it before you. It's the same line, fallen from a higher life.""<br/><br/>""Dreams, and signs. Past, and future. Luck, and fate. There wasn't a 'single' meaning. There were many meanings. It was a riddle, expanding out, and out, and out."" <br/><br/>""Idolatry. Caring too much for objects can destroy you. Only, if you care for a thing enough, it takes on a life of its own, doesn't it? And isn't the whole point of things, beautiful things, that they connect you to some larger beauty? Those first images that crack your heart wide open and you spend the rest of your life chasing, or trying to recapture, in one way or another.""<br/><br/>""And the great majority of people it'll never strike in any deep way at all, but a really great painting is fluid enough to work its way into the mind and heart. To all kinds of different angles. In ways that are unique. And very particular. Yours. Yours. I was painted for you.""<br/><br/>""Beauty alters the grain of reality."" <br/><br/>""And I keep thinking too of the more conventional wisdom—namely, that the pursuit of pure beauty is a trap. A fast track to bitterness and sorrow. That beauty has to be wedded to something more meaningful. Only, what is that thing? Why am I made the way I am? Why do I care about all the wrong things, and nothing at all for the right ones? Or, to tip it another way, how can I see so clearly that everything I love or care about is illusion—and yet, for me anyway, all that's worth living for lies in that charm?""<br/><br/>""It's not about outward appearances, but inward significance. A grandeur in the world, but not of the world. A grandeur that the world doesn't understand. That first glimpse of pure otherness, in whose presence you bloom out, and out, and out. A self one does not want. A heart one cannot help.""<br/><br/>""Because, if our secrets define us, as opposed to the face we show the world, then the painting was the secret that raised me above the surface of life. And enabled me to know who I am.""<br/><br/>""I think about something I read about Sargent. How, in portraiture, Sargent always looked for the animal in the sitter.""<br/><br/>""Paint is paint. And yet also feather and bone. It's the place where reality strikes the ideal. Or a joke becomes serious. And anything serious is a joke. The magic point where every idea and its opposite are equally true.""<br/><br/>""And I'm hoping there's some larger truth about suffering here. Or at least, my understanding of it. Although I've come to realize that the only truths that matter to me are the ones I don't, and can't, understand.""<br/><br/>""Because, here's the truth. Life is catastrophe. The basic fact of existence—of walking around trying to feed ourselves and find friends and whatever else we do—is catastrophe.""<br/><br/>""But does it make any sense at all to know that it ends badly for all of us? Even the happiest of us? And that we all lose everything that matters to us in the end? And yet to know as well, despite all this, as cruelly as the game is stacked, that it's possible to play it with a kind of joy? To try to make some meaning out of all this seems unbelievably quaint. Maybe I only see a pattern because I've been staring too long. But then again, to paraphrase Boris—maybe I see a pattern because it's there."" <br/><br/>""And as much as I'd like to believe that there's a truth beyond illusion, I've come to believe that there's no truth beyond illusion. Because, between reality on the one hand, and the point where the mind strikes reality, there's a middle zone. A rainbow edge, where beauty comes into being. Where two very different surfaces mingle and blur to provide what life does not. And this is the space where all art exists. And all magic. And, perhaps I would argue as well, all love."" <br/><br/>""And just as music is the space between notes, just as the stars are beautiful because of the space between them, just as the sun strikes raindrops at a certain angle, and throws a prism of color across the sky, so the space where I exist, and want to keep existing, and to be quite frank I hope I die in, is exactly this middle distance. Where despair struck pure otherness and created something sublime.""<br/><br/>""And that's why I've chosen to write these pages as I've written them. For only by stepping into the middle zone—the poly-chrome edge between truth and untruth—is it tolerable to be here, and writing this, at all.""<br/><br/>""Whatever teaches us to talk to ourselves is important. Whatever teaches ourselves to sing ourselves out of despair.""",,,1,0
59148726,"Rogues: True Stories of Grifters, Killers, Rebels and Crooks",Patrick Radden Keefe,"Keefe, Patrick Radden",,"=""0385548516""","=""9780385548519""",3,4.02,Doubleday,Hardcover,368,2022,2022,2025/01/24,2024/12/22,,,read,"Radden Keefe is probably one of the most gifted journalists of this generation—the way he handles words in the intro to this book was incredible. <i>Rogues</i> is a collection of some of the most intriguing articles that PRK has written in his career. However, I fear that most of the articles in this book were just interesting stories that failed to resonate with me in terms of a deeper meaning. It just seems like he is recounting a play-by-play, something similar to what I could have gained from reading a Wikipedia article. <br/><br/>I also found myself experiencing the same problem I had with his other book (<i>Empire of Pain</i>)—why write the book when the story isn't even finished? I wish that he had waited a bit to recount some of these stories with more resolution (especially the Bourdain article ...).<br/><br/>Overall, I still would read another Radden Keefe book just due to his sheer mastery of the writing skill—and out of respect for the beautiful deliciously way he rendered his story on Anthony Bourdain. If there is any article that you read in this book, let it be <i>""Anthony Bourdain's Moveable Feast""</i>.",,,1,0
53403847,Monkey King,Wu Cheng'en,"Cheng'en, Wu",Julia Lovell,"=""0141393440""","=""9780141393445""",0,4.08,Penguin Classics,Hardcover,339,2021,1592,,2025/01/18,to-read,to-read (#286),to-read,,,,0,0
43306206,"The Courage to Be Disliked: How to Free Yourself, Change Your Life and Achieve Real Happiness",Ichiro Kishimi,"Kishimi, Ichiro",Fumitake Koga,"=""""","=""""",0,3.92,Allen & Unwin,Paperback,288,2019,2013,,2025/01/15,to-read,to-read (#285),to-read,,,,0,0
54698055,Where You Are Is Not Who You Are,Ursula Burns,"Burns, Ursula",,"=""0062879316""","=""9780062879318""",0,4.00,Amistad,Kindle Edition,239,2021,,,2025/01/14,to-read,to-read (#284),to-read,,,,0,0
18386,The Death of Ivan Ilych,Leo Tolstoy,"Tolstoy, Leo","Aylmer Maude, Louise Maude","=""""","=""""",0,4.14,Waking Lion Press,Paperback,86,2006,1886,,2025/01/13,currently-reading,currently-reading (#10),currently-reading,,,,1,0
139569,Stone Butch Blues,Leslie Feinberg,"Feinberg, Leslie",,"=""1555838537""","=""9781555838539""",0,4.54,Alyson Books,Hardcover,308,2003,1993,,2025/01/05,to-read,to-read (#283),to-read,,,,0,0
123942,A Very Easy Death,Simone de Beauvoir,"Beauvoir, Simone de",,"=""0394728998""","=""9780394728995""",0,4.06,Pantheon,Paperback,112,1985,1964,,2024/12/31,to-read,to-read (#282),to-read,,,,0,0
41721428,Can't Hurt Me: Master Your Mind and Defy the Odds,David Goggins,"Goggins, David",,"=""1544512260""","=""""",4,4.30,Lioncrest Publishing,Kindle Edition,366,2018,2018,2024/12/29,2024/12/10,,,read,"<b>""Everything in life is a mind game.""</b><br/><br/>Wow. Goggins' life story is genuinely incredible, almost to the point where it reads as unreal. He is one crazy, superhuman motherf*cker—but at the core still very much human, which is the reassuring and powerful part about this book. Although physical traits inevitably play a part, it's fascinating that Goggins achieved his life's work mainly by conditioning his mind. <br/><br/>Lots of actionable life lessons from Goggins about developing a calloused mind, embracing failures, and never cutting corners. Perhaps he's like a modern day Buddha lol—a modern man who has found an unshakeable sense of inner peace. Extremely inspiring.<br/><br/>My one qualm is that this book is very clearly ghostwritten, and even in the audiobook version there are short ""podcast"" clips where the author is excessively glazing Goggins in conversation. It's ok though ... Goggins' story is so crazy that it still resonates very strongly.<br/><br/>------------------------------------------------------------<br/><br/>""Human beings change through study, habit, and stories.""<br/><br/>""I had to be more than motivated. I had to become literally obsessed to the point where people thought I was fucking nuts.""<br/><br/>""Always be willing to embrace your ignorance and become the dumb fuck in the classroom again, because that is the only way to expand your mind.""<br/><br/>""Most wars are won or lost in our own heads.""<br/><br/>""There is no finish line.""",,,1,0
43190966,Refactoring UI,Adam Wathan,"Wathan, Adam",Steve Schoger,"=""""","=""""",0,4.65,,ebook,252,2018,,,2024/12/29,to-read,to-read (#281),to-read,,,,0,0
55145261,The Anthropocene Reviewed: Essays on a Human-Centered Planet,John Green,"Green, John",,"=""0525555218""","=""9780525555216""",5,4.35,Dutton,Hardcover,304,2021,2021,2021/12/26,2021/12/24,,,read,,,,1,0
34473,In Praise of Shadows,Jun'ichirō Tanizaki,"Tanizaki, Jun'ichirō","Edward G. Seidensticker, Thomas J. Harper, Charles Moore","=""""","=""""",5,4.00,Leete's Island Books,Paperback,56,1977,1933,2024/12/18,2021/11/07,,,read,"<i>We find beauty not in the thing itself but in the patterns of shadows, the light and the darkness, that one thing against another creates.</i><br/><br/>An absolutely genius tidbit of a book (barely 100 pages) … on art, aesthetics, society, and the truths of life. Tanizaki presents a perspective so drastically different from the doctrines of the West. Who’s to say which perspective is correct … but as a society that champions the undeniable goodness of light, it is fascinating to remember the necessity of darkness as well.<br/><br/>This may be confirmation bias because I will gladly eat up every book that touches upon the concept of a yin-yang, but I found this to be a timeless masterpiece that still holds true 90 years later. Just imagine if Tanizaki had heard of these glowing little prisms of electric light that we call iPhones today … truly destroying the magical world of shadows.",,,1,0
209192695,The City and Its Uncertain Walls,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,"=""0593801970""","=""9780593801970""",3,3.75,Knopf,Hardcover,449,2024,2023,2024/12/13,2024/09/02,,,read,"<i>""People are like a breath. Their days are like a fleeting shadow.""</i><br/><br/>The first Murakami book that I think has been destroyed by the modern age (e.g. the mention of Covid making him rethink and 3x the length of this book ... which I feel was unnecessary). If it wasn't for the fact that this was written by Murakami, I would never have been able to push myself to finish it. <br/><br/>Even Murakami himself seems to notice and touch on this idea of modernity destroying art:<br/><br/><b>""The world was, day by day, becoming a more convenient and unromantic place.""</b><br/>(one of the best lines from this book)<br/><br/>This story still has a beautiful strange meaning, but just one extremely subdued by the lack of focus that the modern age has inflicted on our brains. This novel could have been half its length (like he had originally intended)... the fact that he had to write an afterword to justify his writing choices—to say more, instead of less—feels tragic.<br/><br/>------------------------------------------------------------------<br/><br/>""Maybe you're better off not knowing things you don't have to know.""<br/><br/>""Never give up believing. If you can believe strongly, deeply, in something, the road ahead will become clear.""<br/><br/>""Truth is not found in fixed stillness, but in ceaseless change and movement.""",,,1,0
7815,The Year of Magical Thinking,Joan Didion,"Didion, Joan",,"=""1400078431""","=""9781400078431""",3,3.93,Vintage,Paperback,227,2007,2005,2024/12/10,2021/06/27,,,read,"<i><b>""And then, gone. In the midst of life we are in death.""</b></i><br/><br/>So powerful and beautifully written, but unfortunately a little too insane for me to feel comfortable fully immersing myself in. (although that is the entire point of art I guess) Reader's error, not writer's error. I guess I had trouble connecting with this book because I have never experienced the death of loved ones, especially at the magnitude Joan was forced to. Overall, still a very powerful work of art—if you are willing to let it in. :' )<br/><br/>--------------------------------<br/><br/>""Read, learn, work it up. Go to the literature. <i>Information is control.</i>""<br/><br/>""Grief turns out to be a place none of us know until we reach it.""<br/><br/>""I never saw a wild thing sorry for itself.""",,,1,0
54814676,Crying in H Mart,Michelle Zauner,"Zauner, Michelle",,"=""0525657746""","=""9780525657743""",3,4.23,Knopf,Hardcover,256,2021,2021,2024/11/11,2024/10/19,,,read,"A beautifully written memoir for sure, but unfortunately it didn't really do as much for me as I've been hearing from the internet, media, friends, etc. I had a hard time resonating with this book, although Michelle Zauner definitely has a very gifted way with words whether in songs or in writing. I think it's probably because my experiences growing up as an Asian American were so drastically different from hers: different area, different culture, & a completely different style of upbringing. I can see why a lot of people love this book though, and the motif of foods as a connection to culture and family is a nice touch.",,,1,0
17690,The Trial,Franz Kafka,"Kafka, Franz","Max Brod, Willa Muir, Edwin Muir","=""""","=""""",0,3.94,Vintage,Paperback,255,2001,1925,,2024/07/15,currently-reading,currently-reading (#9),currently-reading,,,,1,0
9557,Sputnik Sweetheart,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,"=""0099448475""","=""9780099448471""",5,3.83,Vintage,Paperback,229,2002,1999,2024/10/19,2020/12/23,,,read,"so so belated but ... this book is exactly Murakami. Refreshing and beautiful, very strange ... meaningless and absolutely meaningful at the same time.",,,1,0
216247493,Same Bed Different Dreams,Ed Park,"Park, Ed",,"=""0812988329""","=""9780812988321""",0,3.73,Random House Trade Paperbacks,Paperback,544,2024,2023,,2024/10/09,to-read,to-read (#280),to-read,,,,0,0
58470804,Grimm's Fairy Tales,Jacob Grimm,"Grimm, Jacob",Wilhelm Grimm,"=""1438158955""","=""9781438158952""",3,3.88,"Maynard, Merrill",Unknown Binding,207,1903,1812,2021/07/01,2021/07/01,,,read,"Lovely little escape into an older world with kings and princesses, where time passes slower and simply. Young girls have rosy cheeks with flowing hair and dinner can be a crust of bread and milk. <br/><br/>Great, short, readable sentences accompanied by printed illustration plates. <br/><br/>Many stories have very questionable morals though - mostly about staying submissive and admiring of wealthy monarchs in power. But I enjoyed those about the concrete existence of extreme karma. Kindness and wickedness are defined as sharply distinct and XOR in these stories (& the characters' fates fall in accordance with their behavior on the ends of these two extremes). I'm glad they reminded me of the days when I would choose kindness & hard work in poverty over wickedness & idleness in riches - and in these stories there is always gold or a prince waiting on the other side for those with a good heart.  <br/><br/>Also nice to read stories with a little more weight than some of their glorified Disney counterparts - the G in Grimm most definitely does not stand for ""General Audiences."" <br/><br/>Most enjoyed: ""The Elves and The Cobbler,"" ""Little Red Riding Hood,"" ""Snow-White and Rose-Red,"" ""Cinderella"" (but this one takes last place on the list because of the chopped-off toe and bloody heel) <br/><br/>Most questionable morals: ""The Wolf and The Seven Goslings,"" ""The Three Luck Children,"" ""Briar Rose,"" ""The Gold Spinner,"" The Twelve Huntsmen,"" ""The Town Musicians""",,,1,0
61089552,Daodejing,Lao Tzu,"Tzu, Lao",Brook Ziporyn,"=""1324092475""","=""9781324092476""",0,4.29,Liveright,Hardcover,192,2023,-350,,2022/07/23,to-read,to-read (#167),to-read,,,,0,0
